module code,title,skill
FST2204,Seafood Supply Chains in Japan and Singapore,seafood processing
FST2204,Seafood Supply Chains in Japan and Singapore,sustainable
FST2204,Seafood Supply Chains in Japan and Singapore,seafood
FST2204,Seafood Supply Chains in Japan and Singapore,aquaculture
FST2204,Seafood Supply Chains in Japan and Singapore,marketplace
FST2204,Seafood Supply Chains in Japan and Singapore,sustainability
FST2204,Seafood Supply Chains in Japan and Singapore,management
FST2204,Seafood Supply Chains in Japan and Singapore,traceability
FST2205,Global Food Science & Technology Immersion Programme,food science
FST2205,Global Food Science & Technology Immersion Programme,industry practice
FST2205,Global Food Science & Technology Immersion Programme,cultural diversity
FST2205,Global Food Science & Technology Immersion Programme,food processing
FST2205,Global Food Science & Technology Immersion Programme,perspective
FST2205,Global Food Science & Technology Immersion Programme,scale
FST2205,Global Food Science & Technology Immersion Programme,teaching
FST2205,Global Food Science & Technology Immersion Programme,operational
FST2288,Basic UROPS in Food Science & Technology I,research
FST2288,Basic UROPS in Food Science & Technology I,investigation
FST2288,Basic UROPS in Food Science & Technology I,supervision
FST2288R,Basic UROPS in Food Science & Technology I (REx),research experience
FST2288R,Basic UROPS in Food Science & Technology I (REx),research
FST2288R,Basic UROPS in Food Science & Technology I (REx),investigation
FST2288R,Basic UROPS in Food Science & Technology I (REx),supervision
FST2288R,Basic UROPS in Food Science & Technology I (REx),writing
FST2289R,Basic UROPS in Food Science & Technology II (REx),research experience
FST2289R,Basic UROPS in Food Science & Technology II (REx),writing
FST2289R,Basic UROPS in Food Science & Technology II (REx),research
FST2310,FOS Undergraduate Professional Internship Programme 1ST,working environment
FST2312,FOS Undergraduate Professional Internship Programme 2S1,working environment
FST2313,FOS Undergraduate Professional Internship Programme 2S2,working environment
FST3101,Food Microbiology & Fermentation,food processing
FST3101,Food Microbiology & Fermentation,foods
FST3101,Food Microbiology & Fermentation,e
FST3101,Food Microbiology & Fermentation,physiology
FST3101,Food Microbiology & Fermentation,genetics
FST3101,Food Microbiology & Fermentation,food products
FST3101,Food Microbiology & Fermentation,food
FST3102,Food Safety Assurance,food
FST3102,Food Safety Assurance,contaminants
FST3102,Food Safety Assurance,contamination
FST3102,Food Safety Assurance,contaminated
FST3102,Food Safety Assurance,chemical contaminants
FST3102,Food Safety Assurance,epidemiology
FST3102,Food Safety Assurance,safe
FST3102,Food Safety Assurance,quality food
FST3103,Advanced Food Engineering,food processing
FST3103,Advanced Food Engineering,mass transfer
FST3103,Advanced Food Engineering,operations
FST3103,Advanced Food Engineering,membrane
FST3103,Advanced Food Engineering,microwave
FST3103,Advanced Food Engineering,evaporation
FST3103,Advanced Food Engineering,psychrometrics
FST3104,"Food Sensory, Innovation and Packaging",discrimination testing
FST3104,"Food Sensory, Innovation and Packaging",quality control
FST3104,"Food Sensory, Innovation and Packaging",experimental design
FST3104,"Food Sensory, Innovation and Packaging",food quality
FST3104,"Food Sensory, Innovation and Packaging",quality management
FST3104,"Food Sensory, Innovation and Packaging",food
FST3104,"Food Sensory, Innovation and Packaging",values basis
FST3104,"Food Sensory, Innovation and Packaging",statistical analysis
FST3104,"Food Sensory, Innovation and Packaging",food product
FST3104,"Food Sensory, Innovation and Packaging",based project
FST3104,"Food Sensory, Innovation and Packaging",based learning
FST3105,Food Product Development and Packaging,new product development
FST3105,Food Product Development and Packaging,food product development
FST3105,Food Product Development and Packaging,food packaging
FST3105,Food Product Development and Packaging,based project
FST3105,Food Product Development and Packaging,based learning
FST3105,Food Product Development and Packaging,collaboration
FST3105,Food Product Development and Packaging,food
FST3105,Food Product Development and Packaging,lectures
FST3105,Food Product Development and Packaging,foods
FST3106,Sensory and Flavour Science,discrimination testing
FST3106,Sensory and Flavour Science,quality control
FST3106,Sensory and Flavour Science,experimental design
FST3106,Sensory and Flavour Science,food
FST3106,Sensory and Flavour Science,statistical analysis
FST3106,Sensory and Flavour Science,food products
FST3106,Sensory and Flavour Science,foods
FST3107,Sensory and Consumer Science,experimental design
FST3107,Sensory and Consumer Science,food products
FST3107,Sensory and Consumer Science,profiling
FST3107,Sensory and Consumer Science,statistical analysis
FST3107,Sensory and Consumer Science,food
FST3108,Food Safety and Regulation,food
FST3108,Food Safety and Regulation,contaminants
FST3108,Food Safety and Regulation,contamination
FST3108,Food Safety and Regulation,contaminated
FST3108,Food Safety and Regulation,biological
FST3108,Food Safety and Regulation,chemical contaminants
FST3108,Food Safety and Regulation,epidemiology
FST3108,Food Safety and Regulation,safe
FST3108,Food Safety and Regulation,quality food
FST3109,Flavour Science,food
FST3109,Flavour Science,biological
FST3109,Flavour Science,food products
FST3109,Flavour Science,global market
FST3109,Flavour Science,foods
FST3109,Flavour Science,beverages
FST3110,Sustainable Food Packaging,food packaging
FST3110,Sustainable Food Packaging,food science
FST3110,Sustainable Food Packaging,case
FST3110,Sustainable Food Packaging,sustainable
FST3110,Sustainable Food Packaging,product development
FST3110,Sustainable Food Packaging,lectures
FST3110,Sustainable Food Packaging,environmental impact
FST3110,Sustainable Food Packaging,biodegradability
FST3110,Sustainable Food Packaging,production methods
FST3110,Sustainable Food Packaging,food
FST3110,Sustainable Food Packaging,foods
FST3110,Sustainable Food Packaging,sustainability
FST3111,Food Analysis and Lab,analytical chemistry
FST3111,Food Analysis and Lab,sample preparation
FST3111,Food Analysis and Lab,solid phase extraction
FST3111,Food Analysis and Lab,VIS
FST3111,Food Analysis and Lab,lecture
FST3111,Food Analysis and Lab,encompass
FST3111,Food Analysis and Lab,gravimetry
FST3111,Food Analysis and Lab,colorimetry
FST3111,Food Analysis and Lab,atomic absorption
FST3111,Food Analysis and Lab,emission spectrometry
FST3111,Food Analysis and Lab,chromatography
FST3111,Food Analysis and Lab,learning experiences
FST3111,Food Analysis and Lab,food
FST3111,Food Analysis and Lab,spectrophotometry
FST3112,Food Quality Assurance and Control,food quality
FST3112,Food Quality Assurance and Control,quality assurance
FST3112,Food Quality Assurance and Control,food safety
FST3112,Food Quality Assurance and Control,hazard analysis
FST3112,Food Quality Assurance and Control,pest control
FST3112,Food Quality Assurance and Control,food processing
FST3112,Food Quality Assurance and Control,quality control
FST3112,Food Quality Assurance and Control,HACCP
FST3112,Food Quality Assurance and Control,total quality
FST3112,Food Quality Assurance and Control,food
FST3112,Food Quality Assurance and Control,sanitation
FST3112,Food Quality Assurance and Control,construction
FST3112,Food Quality Assurance and Control,statistical
FST3201,Independent Study (Food Science & Tech),food
FST3202,Nutrition and Disease Prevention,chronic disease
FST3202,Nutrition and Disease Prevention,disease prevention
FST3202,Nutrition and Disease Prevention,metabolic syndrome
FST3202,Nutrition and Disease Prevention,case
FST3202,Nutrition and Disease Prevention,genome
FST3202,Nutrition and Disease Prevention,lectures
FST3202,Nutrition and Disease Prevention,readings
FST3202,Nutrition and Disease Prevention,food
FST3202,Nutrition and Disease Prevention,cancer
FST3202,Nutrition and Disease Prevention,hypertension
FST3203,Vitamins & Minerals in Health & Diseases,trace element
FST3203,Vitamins & Minerals in Health & Diseases,health risk
FST3203,Vitamins & Minerals in Health & Diseases,molecular mechanisms
FST3203,Vitamins & Minerals in Health & Diseases,food
FST3203,Vitamins & Minerals in Health & Diseases,source
FST3203,Vitamins & Minerals in Health & Diseases,absorption
FST3203,Vitamins & Minerals in Health & Diseases,physiological
FST3203,Vitamins & Minerals in Health & Diseases,bioavailability
FST3204,Nutrition Through the Life Cycle,physiological
FST3204,Nutrition Through the Life Cycle,social
FST3204,Nutrition Through the Life Cycle,life cycle
FST3204,Nutrition Through the Life Cycle,biological
FST3204,Nutrition Through the Life Cycle,stage
FST3205,Current Topics in Health and Nutrition,physiological
FST3205,Current Topics in Health and Nutrition,food
FST3287,FST Professional Placement,communications
FST3287,FST Professional Placement,journal
FST3287,FST Professional Placement,students learn
FST3287,FST Professional Placement,working environment
FST3288,Advanced UROPS in Food Science & Technology I,food science
FST3288,Advanced UROPS in Food Science & Technology I,research
FST3288,Advanced UROPS in Food Science & Technology I,supervised
FST3288,Advanced UROPS in Food Science & Technology I,supervision
FST3288R,Advanced UROPS in Food Science & Technology I (REx),food science
FST3288R,Advanced UROPS in Food Science & Technology I (REx),research experience
FST3288R,Advanced UROPS in Food Science & Technology I (REx),research
FST3288R,Advanced UROPS in Food Science & Technology I (REx),supervised
FST3288R,Advanced UROPS in Food Science & Technology I (REx),supervision
FST3288R,Advanced UROPS in Food Science & Technology I (REx),writing
FST3289R,Advanced UROPS in Food Science & Technology II (REx),research experience
FST3289R,Advanced UROPS in Food Science & Technology II (REx),writing
FST3289R,Advanced UROPS in Food Science & Technology II (REx),research
FST3310,FOS Undergraduate Professional Internship Programme 2ST,working environment
FST3311,Undergraduate Professional Internship Programme,working environment
FST3312,FOS Undergraduate Professional Internship Programme 3S1,working environment
FST3313,FOS Undergraduate Professional Internship Programme 3S2,working environment
FST4101,Flavour Science,food
FST4101,Flavour Science,food products
FST4101,Flavour Science,beverages
FST4102,Advanced Food Processing Technology,food engineering
FST4102,Advanced Food Processing Technology,industrial process
FST4102,Advanced Food Processing Technology,food processing
FST4102,Advanced Food Processing Technology,process control
FST4102,Advanced Food Processing Technology,industry 4 0
FST4102,Advanced Food Processing Technology,food products
FST4102,Advanced Food Processing Technology,scale
FST4102,Advanced Food Processing Technology,e
FST4102,Advanced Food Processing Technology,operations
FST4102,Advanced Food Processing Technology,instrumentation
FST4103,Food Colloids and Components Science,food quality
FST4103,Food Colloids and Components Science,delves
FST4103,Food Colloids and Components Science,colloids
FST4103,Food Colloids and Components Science,food systems
FST4103,Food Colloids and Components Science,governing
FST4103,Food Colloids and Components Science,food
FST4103,Food Colloids and Components Science,lectures
FST4103,Food Colloids and Components Science,innovation
FST4104,Food Product Innovation,food product development
FST4104,Food Product Innovation,based learning
FST4104,Food Product Innovation,collaboration
FST4104,Food Product Innovation,integrate
FST4104,Food Product Innovation,design thinking
FST4104,Food Product Innovation,innovative
FST4104,Food Product Innovation,food products
FST4104,Food Product Innovation,ideation
FST4202,Nutritional Biochemistry,food
FST4203,Food Forensics,chemical composition
FST4203,Food Forensics,student centred
FST4203,Food Forensics,food products
FST4203,Food Forensics,microbiological
FST4203,Food Forensics,food
FST4203,Food Forensics,legislative
FST4277,Professional Internship in Food Science and Technology,independent study
FST4277,Professional Internship in Food Science and Technology,presentation
FST4278,Independent Study during Internship,food science
FST4278,Independent Study during Internship,independent study
FST4278,Independent Study during Internship,professional
FST4278,Independent Study during Internship,consultation
FST4278,Independent Study during Internship,surveys
FST4288,Honours Project in Food Science and Technology,research
FST4288,Honours Project in Food Science and Technology,innovation
FST4299,Applied Project in FST,presentation
FST4310,FOS Undergraduate Professional Internship Programme 3ST,working environment
FST4312,FOS Undergraduate Professional Internship Programme 4S1,working environment
FST4313,FOS Undergraduate Professional Internship Programme 4S2,working environment
FST5198,Advanced Food Science and Technology Seminar,analytical
FST5198,Advanced Food Science and Technology Seminar,communication skills
FST5198,Advanced Food Science and Technology Seminar,source
FST5198,Advanced Food Science and Technology Seminar,b
FST5198,Advanced Food Science and Technology Seminar,c
FST5198,Advanced Food Science and Technology Seminar,communication
FST5199,MSc research project,food science
FST5199,MSc research project,research and development
FST5199,MSc research project,scientific writing
